# 
# 04/29/2024 08:35:00
# The parameters defined in the project are:
# ,P1 - P3@DS_FLAP_HEIGHT,P2 - P3@DS_LO_RIB_WIDTH1,P3 - P3@DS_LO_RIB_WIDTH2,P4 - P3@DS_LO_RIB_WIDTH3,P5 - P3@DS_LA_RIB_WIDTH1,P8 - Equivalent Stress Maximum [Pa],P9 - Equivalent Elastic Strain Maximum [m m^-1]
# 
# The following header line defines the name of the columns by reference to the parameters.
Name,P1,P2,P3,P4,P5,P8,P9
DP 865,2.1647,2.856,1.3174,2.0671,3.036,253764497.893063,0.0035757741425186396
DP 866,1.8094,1.8318,2.2099,2.8291,2.2606,243852978.77596092,0.0034445982426404955
DP 867,1.7548,2.4196,2.4805,1.9379,2.3208,252638123.36974895,0.003566931321984157
DP 868,1.7929,2.1563,2.3874,2.0077,2.2162,258239237.91842186,0.0036423205165192485
DP 869,1.7595,2.2948,2.2644,2.1583,2.5107,253681190.69532439,0.0035828867112286389
DP 870,1.8128,1.5391,2.3652,2.3197,2.5571,264258857.47617182,0.003735033911652863
DP 871,1.6514,3.1744,2.0374,2.4024,1.935,237960986.01682684,0.0033596194892500839
DP 872,2.2945,2.7393,1.5857,1.8559,2.774,255190473.10437819,0.0036020094703417271
DP 873,1.127,2.1806,2.246,2.1401,2.7835,266325405.23247108,0.0037627193378284574
DP 874,2.0746,3.3651,2.3392,2.9323,2.2805,203533843.86242145,0.0028706861659884451
DP 875,2.1363,1.3321,2.4392,2.7956,1.6064,245194685.21653643,0.0034575629461970595
DP 876,1.7496,2.1555,1.5211,2.7441,3.1364,265320096.51114714,0.0037443975119718482
DP 877,2.4332,2.2726,1.3996,2.0916,1.7141,259678074.51751149,0.0036675841838587075
DP 878,1.3961,3.1899,1.897,2.7818,2.4694,223261575.4091371,0.003145811652454237
DP 879,1.9961,2.2833,2.2893,1.9227,1.3809,257214519.57592145,0.0036311224435589145
DP 880,1.9834,2.0033,1.5169,1.4738,1.4061,331927426.89518034,0.0046846633777022362
DP 881,1.6284,2.1447,2.3649,2.1422,2.4531,254701779.91911829,0.0035967182368040083
DP 882,1.6526,2.2115,2.3778,2.0204,2.3958,257116112.73285082,0.003630507766501978
DP 883,1.3272,2.5195,1.2543,2.5695,2.0263,281806815.49991381,0.0039704243859483134
DP 884,1.7988,1.6504,2.9136,2.2465,1.9053,229925654.36193961,0.0032394625013694167
DP 885,1.9242,1.467,2.8585,2.6437,2.3235,225685130.47473538,0.0031816733535379171
DP 886,1.335,2.7277,1.7673,1.7065,2.3913,293650807.06363982,0.0041464556008577345
DP 887,1.8465,3.4351,2.0111,3.0715,2.7655,211086226.9237259,0.0029806121601723135
DP 888,1.5841,1.6961,1.9257,2.1934,2.2975,289084054.07466161,0.0040765245212242007
DP 889,1.7607,1.9851,2.5092,2.6642,1.4135,238631097.6720854,0.0033691540302243084
DP 890,1.8992,1.9229,1.5503,2.6229,3.448,271049070.58197129,0.0038307866198010743
DP 891,1.6173,2.3616,2.9205,2.0213,2.9268,222785166.52500743,0.003141078632324934
DP 892,1.772,2.103,2.0113,2.6076,2.7874,253085518.4302685,0.0035690489690750836
DP 893,1.9559,2.0838,2.6363,2.2029,1.7094,226445338.00144568,0.0031924255308695138
DP 894,2.2379,2.143,2.3359,1.6753,2.3536,249825194.1954731,0.0035282808821648359
DP 895,2.0163,2.2675,1.3819,2.8393,2.3707,263059516.9726643,0.00371165361138992
DP 896,2.2114,2.4801,1.0514,2.4174,2.1627,283392605.24637878,0.003997583012096584
DP 897,2.3244,2.3124,1.5691,2.1955,2.5849,262146563.44960171,0.0037004018086008728
DP 898,2.2411,2.2811,1.2915,2.6914,2.7477,256408667.31494346,0.0036241128691472113
DP 899,1.3974,2.6081,1.9137,3.5491,2.61,223238476.01735067,0.0031473565381020308
DP 900,1.7523,1.8356,2.3123,2.1298,3.0936,256902470.08469629,0.0036281627941537986
DP 901,1.8702,3.2527,2.1064,2.2682,1.5188,240604340.16059351,0.003399975539650768
DP 902,1.6899,1.3628,1.9722,1.2546,2.2629,357791795.91929996,0.0050463269331625527
DP 903,1.8674,2.246,1.5814,3.4637,1.5736,239782015.14373139,0.0033854584908112884
DP 904,2.3291,1.7729,0.9278,2.0363,1.7077,313527102.85156661,0.0044232014333829284
DP 905,2.0671,2.5623,2.1598,2.0595,1.8028,246119060.33752203,0.0034747620645378318
DP 906,1.5101,2.6521,1.8394,3.1222,1.2736,242174111.7929962,0.0034183810154596963
DP 907,2.4715,2.5398,1.1705,1.9648,2.4226,261238873.82330224,0.0036870195633835262
DP 908,1.6744,2.3157,2.055,2.3257,1.9535,263247402.66163623,0.0037117673084139822
DP 909,1.9234,2.4265,1.2571,2.7674,3.1657,261729917.34272349,0.0036956393159925938
DP 910,1.1829,2.5669,2.1874,2.9776,2.1676,233564560.07757029,0.0032934385817497969
DP 911,2.3493,2.7787,1.234,1.772,2.8033,283960704.23125309,0.0040070215971874336
DP 912,2.2768,2.3734,1.8455,2.0658,3.1349,254655805.28987151,0.0035925999982282519
DP 913,2.2888,2.3274,1.731,2.2628,2.9713,250335748.64202094,0.00353188268491067
DP 914,2.0965,1.883,2.0065,2.2283,3.1706,256683475.21694911,0.0036198139741000805
DP 915,2.3668,1.6188,1.6675,2.4481,2.7729,239631288.11184585,0.0033755848805109658
DP 916,2.2449,2.8705,1.6506,1.5306,3.2025,271161786.13783842,0.0038345119683071971
DP 917,2.064,2.0587,1.6381,2.782,1.8564,245038748.89594737,0.0034549743868410587
DP 918,2.1484,1.6355,1.8836,2.6169,1.339,258247373.85034746,0.0036472448555286974
DP 919,1.9416,2.8862,1.7176,2.4476,2.1692,246830758.30619863,0.003484347073191946
DP 920,1.1449,1.7437,2.2234,2.5494,2.2528,269521775.43873376,0.0038000073076950181
DP 921,2.2382,1.9903,1.3797,1.9415,2.2731,287261392.21283263,0.0040556856963251319
DP 922,2.2966,2.9802,1.3857,1.9883,2.2732,260746149.25711814,0.0036846924340352416
DP 923,1.4734,2.2498,3.3652,2.8087,2.0621,208898310.65499428,0.002951678354293108
DP 924,1.5896,2.4192,1.5188,2.7014,3.5248,266735079.15431023,0.0037705473601818084
DP 925,1.9986,1.9092,2.1492,2.5009,2.5234,235069374.07476795,0.0033137245336547494
DP 926,1.9926,1.2771,2.2681,2.6434,2.3744,243775106.22814322,0.003433956706430763
DP 927,1.9767,1.7494,1.7942,2.8508,1.8482,260697044.414892,0.0036757063586264848
DP 928,2.0775,1.203,2.2412,2.4453,1.9962,261688409.92455447,0.0036967481719329953
DP 929,1.7893,2.4651,2.345,1.8965,1.9464,262042551.54437917,0.003695653984323144
DP 930,2.1015,1.6354,1.8287,2.594,2.8864,267452080.53346086,0.0037717448431067169
DP 931,2.1755,2.2522,1.9978,2.2751,2.2338,249863309.17269921,0.0035249792272225022
DP 932,2.1637,2.3424,1.9744,2.0512,2.5157,251197038.01269135,0.0035417514154687524
DP 933,2.2929,2.1185,1.6009,2.6885,1.9265,248424278.6594708,0.0035109551972709596
DP 934,2.0239,3.0142,1.4853,2.1083,1.9422,272022462.0242992,0.0038441371871158481
DP 935,1.9968,1.9532,2.2806,2.2304,1.7288,262063627.52366742,0.0036971948575228453
DP 936,1.3404,2.4409,1.5769,2.5266,2.3452,278326414.09263772,0.003927121916785836
DP 937,2.2429,1.6791,1.5407,2.6535,2.4072,266943119.12080738,0.0037656900240108371
DP 938,1.4931,2.2657,2.0673,3.137,2.7932,232962995.4997147,0.0032888318981147474
DP 939,1.8463,1.9541,1.4686,3.0487,1.8866,268609425.26749551,0.0037892996998769896
DP 940,2.0205,2.1518,1.8888,1.1335,2.9465,304224422.88053632,0.0042977225384674966
DP 941,2.0278,3.0408,1.8093,2.3629,1.9379,247171653.37027413,0.00348592855152674
DP 942,2.0707,2.2071,1.8351,2.493,1.5838,253794741.05009151,0.0035819175120975289
DP 943,2.0222,2.4335,1.8962,2.2737,1.9085,251340608.30900386,0.0035498545505106447
DP 944,1.8246,2.5929,1.2901,2.8791,1.7017,261520970.58194664,0.0036901706674446664
DP 945,1.6404,1.5517,2.3193,1.547,1.5638,306464793.48293924,0.0043304025894030929
DP 946,2.0119,2.3979,2.0031,2.4127,1.9857,249217282.04160413,0.0035216646501794457
DP 947,2.3076,1.3265,1.8453,1.9643,2.334,276027041.4324342,0.0038985873688943684
DP 948,2.0502,3.0656,1.4092,1.8678,3.0005,275105944.34472066,0.0038881829823367298
DP 949,1.5026,2.0961,1.7547,3.0791,2.3572,260572774.29066414,0.0036773295141756535
DP 950,1.7378,2.1538,2.8215,2.4047,1.431,223836176.25301355,0.0031550757703371346
DP 951,1.7153,2.3214,1.6431,2.8766,1.9637,261062898.88720784,0.0036878636456094682
DP 952,1.835,2.3943,2.6367,1.8429,2.7695,241176055.73550463,0.0034059441240970045
DP 953,1.5487,1.9059,2.3743,3.4242,2.8167,215729089.13468185,0.0030432229607620024
DP 954,1.7729,2.5494,1.2452,2.045,3.29,298920887.72082067,0.0042181330500170588
DP 955,1.8038,1.7619,2.1604,3.1454,2.1768,226738610.15410343,0.0031949405674822628
DP 956,1.4807,2.5963,2.2839,3.0339,1.9705,225516782.96851689,0.0031835011905059218
DP 957,1.5579,2.4839,1.7521,3.105,1.6267,248019605.46885166,0.0035044232915554729
DP 958,1.7781,2.6122,1.9024,2.5801,1.7583,251329328.87742376,0.0035515992203727365
DP 959,1.8445,2.3231,1.8323,2.5324,1.3186,257285555.03960252,0.0036316633922979236
DP 960,1.9232,2.305,2.5921,1.9358,2.1219,240158733.29999703,0.003390101379611426
DP 961,1.7528,1.2227,2.0379,2.4417,2.7916,291412550.81765151,0.0041113971674349159
DP 962,1.5744,2.0915,1.2991,3.0082,2.3199,278695449.16149181,0.00393436083686538
DP 963,2.2324,2.4332,1.4523,2.9405,2.1177,245524521.72029123,0.003470710595138371
DP 964,1.6271,1.8439,2.6433,2.4179,1.9522,233487433.57785475,0.0032906162862976394
DP 965,2.4299,2.4042,1.4357,1.7392,3.4125,266593293.16862491,0.0037612799658543533
DP 966,2.1461,2.2459,1.6974,2.8328,2.6779,241213689.07729435,0.0034068855457007885
DP 967,1.8507,1.9644,1.7219,2.0683,3.3864,281833927.63745159,0.0039789664766026866
DP 968,2.056,2.6255,1.8017,1.9995,3.0314,259082521.60046154,0.0036605737404897809
DP 969,1.9791,1.3963,1.8394,3.0358,2.5778,242982571.75097629,0.0034240486565977335
DP 970,1.4263,2.1703,1.8957,2.9503,2.3293,256074566.78689548,0.0036117261624895036
DP 971,1.6865,2.7348,1.8649,1.9483,2.8606,277206550.28184217,0.0039087181794457138
DP 972,1.5716,2.1484,1.9207,2.2992,1.3854,271191346.45818067,0.0038231574289966375
DP 973,1.7807,2.7056,1.0542,2.1918,1.9049,313581945.786808,0.0044235380535775966
DP 974,2.3281,1.7384,1.5978,2.1326,2.235,269602016.90552777,0.0038047224682356629
DP 975,1.887,1.6752,2.5944,2.7573,1.7829,229553532.86309844,0.003235926735214889
DP 976,1.7682,2.4838,1.7794,2.4586,1.7004,269440630.72403628,0.0038005296955816448
DP 977,1.6863,2.8707,1.9754,1.8999,2.0022,268866650.57346636,0.0037994558806531131
DP 978,2.4173,2.7971,1.7388,1.8399,1.7563,243804491.017747,0.0034430960658937693
DP 979,1.9129,2.3484,2.2601,2.3136,2.1465,236645625.838877,0.0033360048255417496
DP 980,2.1441,1.6512,2.0903,2.3333,1.9702,260247954.07204607,0.0036779317306354642
DP 981,2.1948,2.7224,2.4956,1.5023,2.0443,245526823.18814415,0.0034639452351257205
DP 982,2.1251,2.9275,1.7627,1.4727,1.3777,277752529.28534496,0.00392464769538492
DP 983,2.4873,2.7876,1.7898,1.5842,1.8522,252906618.98772439,0.0035703343261654177
DP 984,2.2575,2.0335,1.472,2.3252,2.1701,265474062.05654642,0.0037463885435665197
DP 985,1.3183,2.2274,2.6259,2.9934,1.6527,225600779.15584287,0.0031854805536568167
DP 986,1.5944,2.1013,2.7777,2.9214,2.7009,219777563.25806126,0.0030987012327056041
DP 987,1.5144,2.4176,3.4458,2.0554,2.3361,217331137.92320773,0.003070848217854897
DP 988,1.8159,1.8954,2.1715,2.842,2.4967,242174573.74756444,0.0034196642809547484
DP 989,1.9181,1.3147,1.5609,1.8593,2.1605,333835520.43831247,0.0047080007692178088
DP 990,2.3438,2.2935,1.8087,1.7879,2.2997,261802159.15581936,0.0036946834427201087
DP 991,1.7294,2.4249,2.2822,1.4462,3,275473835.88938731,0.0038854399592512185
DP 992,1.8331,3.593,2.0809,3.3937,2.0179,193850221.25101885,0.0027322017122060061
DP 993,2.201,2.198,1.922,1.2913,1.5333,285939596.27550596,0.0040380021557211874
DP 994,1.4534,1.8537,1.5715,2.7437,1.9183,288314752.17059976,0.0040658238447374767
DP 995,2.0562,3.0991,1.6318,1.7116,3.0395,254247721.97632962,0.0035825436676128041
DP 996,1.6043,3.0432,1.6106,2.0031,3.1242,268024266.68357179,0.0037820587943618498
DP 997,2.3807,2.6189,1.3122,1.8962,2.1834,253385823.82102329,0.003569954918930307
DP 998,2.2796,2.5442,1.1113,1.6219,2.072,287542859.0807597,0.00405231153126806
DP 999,2.4125,2.3483,1.5194,1.7948,2.2397,262744361.16387153,0.0037126790848560631
DP 1000,2.4463,2.1234,1.7265,2.0282,1.951,250834963.16213787,0.0035424311179667713
DP 1001,2.3411,1.839,1.7044,1.9541,1.5175,272570527.97193694,0.0038465911389461587
DP 1002,1.5232,3.0403,1.4941,2.2569,2.4807,273341099.44967914,0.0038572550152561496
DP 1003,2.3169,2.2341,1.1057,2.5751,2.7505,272300289.98041135,0.0038403757847845555
DP 1004,1.9104,1.4067,1.9282,2.949,1.937,254589258.58334374,0.003594790274898211
DP 1005,1.8039,1.7212,2.0668,2.7853,1.908,253900174.81033194,0.0035832759458571672
DP 1006,1.2613,1.7727,2.0799,2.0096,2.089,295077097.34548181,0.0041595285625330037
DP 1007,2.3436,1.0231,1.8484,2.3124,2.0819,264992372.06600657,0.0037380505818873644
DP 1008,2.0794,1.5936,2.446,1.8084,1.6149,268695086.80883926,0.003795459090421597
DP 1009,2.2236,2.6427,1.7324,2.4095,1.8619,251634162.68843958,0.0035543895404164991
DP 1010,2.1197,2.1934,1.8129,2.429,1.8557,255943982.61108851,0.0036149409133940935
DP 1011,1.6616,2.2864,1.7923,2.5692,2.933,263456001.15408629,0.0037231113528832793
DP 1012,1.9304,3.0407,1.5346,2.5068,2.619,251013281.00591037,0.0035458207130432129
DP 1013,2.1695,2.5976,1.5862,2.5232,2.3293,240639579.23907846,0.0033924952731467783
DP 1014,1.9154,1.2064,2.6473,1.9827,2.0147,271096577.20143026,0.0038286531344056129
DP 1015,2.2374,2.6219,1.5095,2.1678,1.7337,265756633.24907827,0.0037496928125619888
DP 1016,1.8147,2.3696,1.5346,2.8178,2.6463,261878613.67924154,0.0036940310965292156
DP 1017,1.5228,2.6017,2.2389,1.6737,2.1928,269622309.51391107,0.0038053188805601428
DP 1018,2.2301,2.6126,1.9826,2.1644,1.5148,238853396.52459583,0.0033688355968999012
DP 1019,1.9046,2.6834,2.1508,1.5698,2.4181,270937930.9782213,0.0038256899320653509
DP 1020,2.0716,3.1386,1.8198,1.4232,2.3631,259654244.18631938,0.0036613234551623464
DP 1021,2.2392,2.7185,1.8532,1.2881,2.76,269794500.20476091,0.0038113938644528389
DP 1022,2.4395,3.0688,2.1016,1.3257,2.2882,237360095.81851554,0.0033507228072267026
DP 1023,2.0611,2.0976,1.9167,2.3181,1.8288,255656698.78354737,0.0036087364132981747
DP 1024,1.9201,2.2512,1.9194,2.5151,1.9575,256304988.68584013,0.0036170716630294919
DP 1025,2.2871,3.5405,2.1601,1.6946,2.7728,229367183.92281279,0.00323523988481611
DP 1026,2.065,1.9967,2.1841,1.8143,3.3236,264630773.12927148,0.0037325997060785689
DP 1027,1.1476,2.4018,2.3591,3.2312,2.4657,223885895.59974295,0.0031576038389984104
DP 1028,2.0227,1.696,2.3836,2.0491,2.1888,246252164.02231005,0.0034712060199429593
DP 1029,1.9955,2.0583,2.3743,1.9825,2.2478,251338938.38504848,0.0035478261997923255
DP 1030,2.0056,1.4547,2.3919,2.0568,1.861,265027045.17569679,0.0037388733471743762
DP 1031,2.0769,1.6206,2.4426,2.1129,2.2908,253482661.67201483,0.0035734775204521916
DP 1032,2.0315,1.78,2.3319,2.1036,2.07,255032135.43623945,0.00360147948958911
DP 1033,2.0852,2.2186,2.3189,1.765,2.9091,252933786.91958106,0.0035709127384637085
DP 1034,2.0566,2.0331,1.6805,2.7184,2.719,244367849.20150146,0.0034479993628337979
DP 1035,1.9409,1.766,1.6393,2.7491,2.7069,267657036.30985188,0.0037773030111566187
DP 1036,2.217,2.0101,1.7743,2.443,2.9531,236034600.0647814,0.0033261664211750031
DP 1037,1.9064,2.6396,1.7167,2.069,3.5415,267616647.80297208,0.0037739934923592955
DP 1038,2.3039,1.9203,1.7994,2.1432,1.8571,257978870.22679037,0.0036445053294301031
DP 1039,1.7757,2.8121,2.0464,2.1825,1.922,251958586.42368034,0.0035567310793946185
DP 1040,1.9407,2.3542,2.4401,2.0533,2.8825,245631221.30778646,0.0034657921059988439
DP 1041,1.9705,2.5302,1.6973,2.1174,1.1906,274355851.93993628,0.0038719144649803638
DP 1042,1.9549,2.003,1.8212,3.0361,2.5477,251344045.38484958,0.0035447833361104131
DP 1043,1.8182,2.0231,2.5434,1.9522,2.1504,254879910.82792461,0.0035943975439295174
DP 1044,2.3256,2.5751,1.5326,1.6427,2.9581,268847599.92348105,0.0037982323265168816
DP 1045,1.6172,1.8442,2.1449,1.8399,3.0459,277090695.59595412,0.0039066268131136891
DP 1046,1.2452,2.3743,1.9716,1.6766,2.3074,294019938.69437474,0.0041534370975568891
DP 1047,1.4862,2.0988,2.0943,1.6529,1.3046,284536567.96899849,0.0040109859546646476
DP 1048,1.3838,2.1408,1.4292,1.9433,3.1729,319715222.77683288,0.0045071145519614223
DP 1049,1.8575,2.418,3.3244,1.8582,2.3725,210768545.64250034,0.0029718052052582302
DP 1050,2.1761,2.1066,1.9381,2.1842,1.6768,245386429.14531213,0.0034589065471664071
DP 1051,2.2653,2.1038,2.1047,2.062,2.09,246832163.23071444,0.0034804735997957842
DP 1052,1.9075,1.8157,2.2806,2.6155,1.7552,250756969.89319065,0.0035360302362177107
DP 1053,1.8377,2.0609,2.3691,2.9834,1.4329,230574029.37830696,0.0032544124114792794
DP 1054,1.9437,1.864,1.5786,1.6644,3.3038,312344065.39384073,0.0044059731687108679
DP 1055,1.8591,1.8914,1.3025,2.5118,2.9284,292021369.70248622,0.0041176544701946637
DP 1056,2.1741,2.4521,1.23,2.0883,3.1271,280056252.68064159,0.00394935691729188
DP 1057,2.2021,1.5282,2.0201,1.9537,2.5474,255525614.98834649,0.0035995024663861841
DP 1058,2.0578,1.2494,2.0415,1.7175,2.4438,298904768.88961244,0.0042229124810546637
DP 1059,2.1597,2.2973,2.089,1.861,3.0759,254258096.83217028,0.0035944803967140615
DP 1060,1.8121,2.6645,1.0896,1.7389,2.3739,317126952.86566675,0.0044718463905155659
DP 1061,2.0685,3.0701,1.5104,2.0837,3.032,265060933.9303616,0.0037393060047179461
DP 1062,2.2585,2.7772,1.395,2.2011,2.3261,256692584.34723362,0.0036225201828139169
DP 1063,2.326,2.4207,1.2624,2.2015,2.2969,269002960.05217087,0.0037995081511326134
DP 1064,1.5426,2.0877,2.3478,2.7053,2.0873,242614971.81490985,0.0034245818905118438
DP 1065,2.2556,2.3166,1.4121,2.1908,1.3409,276151899.23388129,0.00390390440588817
DP 1066,1.8829,2.0743,2.2077,1.0392,2.0461,306587444.17362136,0.00432800840852516
DP 1067,2.379,2.3424,1.7283,1.6071,1.6541,264495359.61907065,0.0037366049829870461
DP 1068,2.0653,1.7558,2.482,1.8377,2.1511,265146064.32975918,0.0037392458412796258
DP 1069,2.2508,2.5228,2.0138,2.1483,2.04,240958737.38926131,0.0034028144242862859
DP 1070,1.5283,2.0927,1.5646,2.1991,1.9021,307220074.26747829,0.004333311750087887
DP 1071,1.5283,2.0927,1.5646,2.1991,1.9021,307220074.26746947,0.004333311750087887
DP 1072,1.8642,2.2864,2.0892,2.4085,2.3336,250571474.22225207,0.0035334963144527543
DP 1073,2.0006,2.562,1.9694,1.571,3.2143,269148476.17306179,0.003802854127974974
DP 1074,1.4922,2.1848,2.1348,2.4939,1.4809,261834147.38854438,0.0036924125678423378
DP 1075,1.9278,1.7648,2.3748,1.7702,2.7766,256705079.74795461,0.0036185471399221569
DP 1076,1.7347,1.3043,2.2946,1.8885,2.2492,289331380.54050374,0.004086587461642921
DP 1077,1.9511,2.1791,2.4785,1.5919,2.9952,253844353.58116406,0.0035824767255689949
DP 1078,2.0423,2.1908,2.1035,2.0356,1.8083,259808554.48561561,0.0036717163166031241
DP 1079,2.1869,2.4025,1.9077,1.8713,2.6013,244396501.7526767,0.003445059061050415
DP 1080,2.0741,2.4601,1.9386,1.9499,2.7323,256253353.52401143,0.0036127323207135
DP 1081,2.5282,2.5332,1.7001,1.777,2.2294,241462918.76461747,0.0034060413250699638
DP 1082,2.0596,2.7705,1.7726,1.7919,3.3185,262267188.12690797,0.0037014115951023996
DP 1083,2.111,2.2564,1.8253,1.8989,2.4396,271046512.11690456,0.0038228676421567798
DP 1084,2.421,2.3862,1.5935,2.0834,2.4022,252899547.64565155,0.0035761070903390646
DP 1085,2.5395,2.3402,1.6829,2.1088,2.5457,237701933.82385832,0.0033596247667446733
DP 1086,2.4779,2.2662,1.439,1.6111,2.5999,275244787.71988559,0.003881770302541554
DP 1087,1.8972,1.4607,2.1016,2.4172,1.6148,266800252.58411965,0.003765430097701028
DP 1088,1.7834,2.2984,1.3521,2.7024,2.0224,276414009.99709076,0.0038977758027613162
DP 1089,2.1429,2.0001,1.4508,2.745,1.392,272959855.01925212,0.0038501038798131049
DP 1090,2.1366,1.0999,2.8327,2.7643,2.2355,233263484.79240185,0.0032955759088508785
DP 1091,2.08,2.5878,1.0799,2.7079,2.3253,257806338.586852,0.0036322493571788071
DP 1092,2.2547,2.3083,2.0148,2.1581,2.3832,246868423.77725497,0.0034888319787569344
DP 1093,2.2155,2.6015,1.9981,2.0628,2.5473,245318119.7129443,0.0034625057855414022
DP 1094,1.9994,2.0442,1.9836,2.3676,1.6359,248107259.30051157,0.0034972502035088837
DP 1095,1.8891,2.3585,1.954,2.4293,1.5741,259381991.26889095,0.003664545528590679
DP 1096,1.8512,1.6408,1.7938,2.3877,1.4593,282912363.14415127,0.0039913549844641238
DP 1097,2.1288,2.1048,2.0346,2.3891,2.0923,245458191.84394589,0.0034671415050979704
DP 1098,1.5828,2.2012,2.0262,2.6344,1.8473,257912661.13728192,0.0036364580504596234
DP 1099,1.9143,1.4866,2.4602,2.3586,2.0083,262087181.04744571,0.00369514636695385
DP 1100,1.392,2.3952,1.769,2.4764,2.2945,269568552.75993353,0.0038085616542957723
DP 1101,1.9173,1.9963,2.468,2.1312,2.6445,248064613.19551378,0.0035037906241736244
DP 1102,1.9457,2.2701,1.7496,2.5584,2.7394,253136587.6672335,0.0035753622360061854
DP 1103,2.1976,2.3881,1.5997,2.2682,1.9774,264894519.70061445,0.0037377463239762518
DP 1104,2.3129,2.6005,1.6266,1.7026,2.0509,261619253.3484914,0.0036939263033370176
DP 1105,1.9909,2.1473,2.4058,2.1025,2.6058,239649462.98534536,0.0033833088236860931
DP 1106,1.7648,2.3039,2.4945,2.15,2.6333,244553873.64533603,0.0034547576797194779
DP 1107,1.7375,2.4755,2.1022,2.0938,2.8869,254197648.14287779,0.00358735813227083
DP 1108,2.1176,2.5236,2.0053,2.0345,2.1371,252296290.17382252,0.0035581813135650009
DP 1109,2.2971,2.4103,2.0098,2.1956,2.7994,231825926.89976355,0.0032718117193629346
DP 1110,1.7381,2.0099,1.7396,2.7222,2.6854,265857083.05723071,0.0037486491880069175
DP 1111,2.0623,2.1692,2.3431,1.9449,2.4064,251224722.34184504,0.0035488206194713712
DP 1112,2.1635,2.8307,2.3555,1.6829,1.6294,242530916.85320249,0.0034241220564581454
DP 1113,2.3653,2.4361,2.3762,2.0407,1.898,226452598.81632468,0.0031990043818950651
DP 1114,1.9828,2.1692,2.4236,2.3705,1.4242,238299702.87718928,0.0033628989185672253
DP 1115,1.757,2.0428,1.8419,2.7182,1.757,260539921.71409991,0.0036758829761917391
DP 1116,2.0895,2.2339,2.3202,1.7613,2.0605,251181828.4525232,0.0035448207054287195
DP 1117,2.2616,1.7159,2.1774,1.6314,2.412,269473748.93975258,0.0038069912232458593
DP 1118,1.9819,1.5823,2.4591,2.7565,1.7038,240287893.52184775,0.0033943093381822108
DP 1119,2.0164,1.7974,1.1005,2.0444,1.4457,329206688.00394326,0.0046525164507329464
DP 1120,1.6327,1.7671,2.8886,2.5051,2.0119,238358498.18106759,0.0033676009625196457
DP 1121,2.3398,1.9593,1.7245,2.1157,1.8034,259776309.26353273,0.0036668150818773677
DP 1122,1.6858,2.1851,1.562,2.2956,2.6785,286223599.17484009,0.0040367799293663763
DP 1123,2.1856,1.637,1.363,2.7368,2.2189,264280225.94220543,0.0037274825852364303
DP 1124,2.0952,1.9624,1.2162,2.5545,2.1099,283289954.17060703,0.004003054928034544
DP 1125,2.1772,1.519,1.334,2.7463,2.4783,285069575.42943388,0.0040238437109759873
DP 1126,2.4403,2.5607,1.6912,2.3605,1.9876,232085513.64331326,0.0032782505732029676
DP 1127,1.8277,2.6491,2.3116,1.6613,1.8527,261432900.05832565,0.0036915430100634694
DP 1128,1.6656,2.6106,1.9444,2.3967,1.8944,242348504.82578391,0.0034159989445470273
DP 1129,1.7883,2.4677,2.0854,1.9488,1.573,263950948.8053748,0.0037267230218276381
DP 1130,1.1521,2.6484,2.1247,3.0512,2.4131,218555729.01411787,0.0030797889589198996
DP 1131,1.8956,2.2066,2.5708,2.1584,1.9855,242807620.31301627,0.0034240177418622705
DP 1132,2.2474,2.7197,1.739,1.2721,2.5476,278956830.04066342,0.003939389280276373
DP 1133,1.6612,3.1217,1.5224,2.0357,2.1088,281675774.774946,0.0039786712150089443
DP 1134,1.8309,1.4783,2.3223,2.232,3.0921,265601119.74787366,0.0037519237181792655
DP 1135,2.172,2.5352,1.5581,2.3901,1.3955,255813114.27162462,0.003611421777999827
DP 1136,2.1145,2.4692,1.5432,2.5796,1.4401,254874921.80832118,0.0035987017035949975
DP 1137,2.0272,2.4748,1.4802,2.5638,1.5203,259091011.00857469,0.0036571642849594355
DP 1138,1.8479,1.2018,2.3468,2.5662,2.6987,264171957.51443374,0.0037324316799640656
DP 1139,1.865,2.4908,2.1585,1.9661,2.6431,259630743.69324362,0.0036678146570920944
DP 1140,2.2912,1.8737,1.5996,1.9529,2.9504,271702647.94884431,0.003839142480865121
DP 1141,1.9898,1.6407,1.5158,2.835,2.1261,257364764.18017378,0.0036263454239815474
DP 1142,1.9299,2.2079,1.6041,2.7873,2.279,260248313.890104,0.0036703571968246251
DP 1143,2.1239,2.7448,1.482,2.5129,2.8834,238474707.67527875,0.0033608235535211861
DP 1144,1.4985,2.3817,1.933,1.2602,2.1025,319454879.90973067,0.0045061775017529726
DP 1145,1.6594,2.3567,2.3726,1.4315,2.7045,280332212.37928194,0.0039554214454256
DP 1146,1.8012,3.1136,1.7157,1.8069,1.6715,270323079.9747479,0.003816245020263725
DP 1147,1.667,2.3498,1.7701,1.8506,1.5912,292932359.20018983,0.0041306942649599575
DP 1148,2.3596,2.4613,1.8405,2.3232,1.6225,236266236.81766433,0.0033366651041433215
DP 1149,1.4021,1.8922,1.8768,2.3053,2.0798,283551714.408675,0.0040018156869336963
DP 1150,1.7725,1.7271,1.5177,2.7714,1.8476,285597448.41845512,0.0040351598872803152
